time,user@domain,computer,process_name,start_end,class
63382,C11457$@DOM1,C11457,P16,Start,0
63382,C1163$@DOM1,C1163,P9,Start,0
63382,C11827$@DOM1,C11827,P13,End,0
63382,C11912$@DOM1,C11912,P16,Start,0
63382,C12192$@DOM1,C12192,P16,Start,0
63382,C12680$@DOM1,C12680,P16,Start,0
63382,C1274$@DOM1,C1274,P16,Start,0
63382,C12777$@DOM1,C12777,P44,End,0
63382,C12777$@DOM1,C12777,P44,Start,0
63382,C12835$@DOM1,C12835,P13,Start,0
63382,C12835$@DOM1,C12835,P14,Start,0
63382,C12937$@DOM1,C12937,P265,Start,0
63382,C1319$@DOM1,C1319,P16,Start,0
63382,C13853$@DOM1,C13853,P16,Start,0
63382,C14233$@DOM1,C14233,P16,Start,0
63382,C1442$@DOM1,C1442,P13,Start,0
63382,C1442$@DOM1,C1442,P14,Start,0
63382,C15070$@DOM1,C15070,P13,Start,0
63382,C15070$@DOM1,C15070,P14,Start,0
63382,C15782$@DOM1,C15782,P169,Start,0
63382,C16021$@DOM1,C16021,P16,End,0
63382,C1633$@DOM1,C1633,P9,Start,0
63382,C1703$@DOM1,C1703,P25,End,0
63382,C1703$@DOM1,C1703,P25,Start,0
63382,C1737$@DOM1,C1737,P25,End,0
63382,C1737$@DOM1,C1737,P25,Start,0
63382,C1737$@DOM1,C1737,P5,End,0
63382,C1737$@DOM1,C1737,P5,Start,0
63382,C1737$@DOM1,C1737,P9,Start,0
63382,C198$@DOM1,C198,P16,Start,0
63382,C2011$@DOM1,C2011,P16,Start,0
63382,C2378$@DOM1,C2378,P16,Start,0
63382,C241$@DOM1,C241,P5,Start,0
63382,C2564$@DOM1,C2564,P16,End,0
63382,C2731$@DOM1,C2731,P9,Start,0
63382,C367$@DOM1,C367,P16,Start,0
63382,C479$@DOM1,C479,P16,Start,0
63382,C5208$@DOM1,C5208,P13,Start,0
63382,C5850$@DOM1,C5850,P16,Start,0
63382,C6022$@DOM1,C6022,P16,Start,0
63382,C671$@DOM1,C671,P16,Start,0
63382,C6715$@DOM1,C6715,P16,Start,0
63382,C7670$@DOM1,C7670,P257,Start,0
63382,C937$@DOM1,C937,P13,Start,0
63382,C937$@DOM1,C937,P14,Start,0
63382,C9743$@DOM1,C9743,P265,Start,0
63382,C988$@DOM1,C988,P25,End,0
63382,C988$@DOM1,C988,P25,Start,0
63382,C988$@DOM1,C988,P5,End,0
63382,C988$@DOM1,C988,P5,Start,0
63382,C988$@DOM1,C988,P9,Start,0
63382,C991$@DOM1,C991,P16,Start,0
63382,LOCAL SERVICE@C15699,C15699,P90,Start,0
63382,LOCAL SERVICE@C241,C241,P18,Start,0
63382,LOCAL SERVICE@C241,C241,P22,End,0
63382,LOCAL SERVICE@C241,C241,P22,Start,0
63382,LOCAL SERVICE@C241,C241,P5,End,0
63382,LOCAL SERVICE@C2759,C2759,P90,Start,0
63382,LOCAL SERVICE@C7677,C7677,P14,End,0
63382,U2799@DOM1,C7677,P34,End,0
63382,U2799@DOM1,C7677,P34,Start,0
63382,U4524@DOM1,C2438,P1678,End,0
63383,C11039$@DOM1,C11039,P47,Start,0
63383,C11039$@DOM1,C11039,P9,Start,0
63383,C1134$@DOM1,C1134,P9,Start,0
63383,C11783$@DOM1,C11783,P16,Start,0
63383,C1229$@DOM1,C1229,P16,Start,0
63383,C12311$@DOM1,C12311,P265,Start,0
63383,C1252$@DOM1,C1252,P16,End,0
63383,C12670$@DOM1,C12670,P5,Start,0
63383,C13132$@DOM1,C13132,P25,Start,0
63383,C13132$@DOM1,C13132,P5,Start,0
63383,C13158$@DOM1,C13158,P267,Start,0
63383,C14160$@DOM1,C14160,P16,Start,0
63383,C1424$@DOM1,C1424,P25,Start,0
63383,C1424$@DOM1,C1424,P5,Start,0
63383,C14341$@DOM1,C14341,P16,Start,0
63383,C14549$@DOM1,C14549,P10,Start,0
63383,C1476$@DOM1,C1476,P3,Start,0
63383,C1476$@DOM1,C1476,P325,Start,0
63383,C1476$@DOM1,C1476,P4,Start,0
63383,C1476$@DOM1,C1476,P5,Start,0
63383,C15443$@DOM1,C15443,P13,Start,0
63383,C15443$@DOM1,C15443,P14,Start,0
63383,C1599$@DOM1,C1599,P9,Start,0
63383,C1624$@DOM1,C1624,P50,End,0
63383,C1624$@DOM1,C1624,P50,Start,0
63383,C165$@DOM1,C165,P13,Start,0
63383,C165$@DOM1,C165,P14,Start,0
63383,C1704$@DOM1,C1704,P9,Start,0
63383,C1731$@DOM1,C1731,P47,End,0
63383,C1740$@DOM1,C1740,P9,Start,0
63383,C522$@DOM1,C522,P16,Start,0
63383,C526$@DOM1,C526,P16,Start,0
63383,C5568$@DOM1,C5568,P370,Start,0
63383,C6161$@DOM1,C6161,P13,Start,0
63383,C6161$@DOM1,C6161,P14,Start,0
63383,C659$@DOM1,C659,P13,Start,0
63383,C659$@DOM1,C659,P14,Start,0
63383,C6699$@DOM1,C6699,P265,Start,0
63383,C6750$@DOM1,C6750,P5,Start,0
63383,C6750$@DOM1,C6750,P719,Start,0
63383,C750$@DOM1,C750,P13,Start,0
63383,C750$@DOM1,C750,P14,Start,0
63383,C7856$@DOM1,C7856,P16,Start,0
63383,C815$@DOM1,C815,P30,End,0
63383,C815$@DOM1,C815,P30,Start,0
63383,C8342$@DOM1,C8342,P16,End,0
63383,C8928$@DOM1,C8928,P16,Start,0
63383,C898$@DOM1,C898,P16,Start,0
63383,C924$@DOM1,C924,P16,Start,0
63383,C9279$@DOM1,C9279,P265,End,0
63383,C9279$@DOM1,C9279,P265,Start,0
63383,C9305$@DOM1,C9305,P265,Start,0
63383,C9366$@DOM1,C9366,P16,Start,0
63383,U169@C2245,C2245,P119,End,0
63383,U2937@DOM1,C8066,P34,Start,0
63383,U32@DOM1,C815,P28,End,0
63383,U32@DOM1,C815,P29,End,0
63383,U32@DOM1,C815,P29,Start,0
63383,U4524@DOM1,C2438,P1678,Start,0
63383,U5356@DOM1,C12670,P501,Start,0
63383,U5999@DOM1,C13750,P247,Start,0
63383,U6515@DOM1,C14858,P306,Start,0
63384,C10656$@DOM1,C10656,P16,Start,0
63384,C1089$@DOM1,C1089,P16,Start,0
63384,C11101$@DOM1,C11101,P13,Start,0
63384,C11101$@DOM1,C11101,P14,Start,0
63384,C11208$@DOM1,C11208,P16,Start,0
63384,C11307$@DOM1,C11307,P265,End,0
63384,C11307$@DOM1,C11307,P265,Start,0
63384,C11468$@DOM1,C11468,P88,Start,0
63384,C11581$@DOM1,C11581,P265,Start,0
63384,C12116$@DOM1,C12116,P268,Start,0
63384,C12149$@DOM1,C12149,P14,End,0
63384,C12937$@DOM1,C12937,P265,Start,0
63384,C13268$@DOM1,C13268,P16,End,0
63384,C13292$@DOM1,C13292,P265,End,0
63384,C13292$@DOM1,C13292,P265,Start,0
63384,C13793$@DOM1,C13793,P16,Start,0
63384,C1408$@DOM1,C1408,P16,Start,0
63384,C15272$@DOM1,C15272,P16,Start,0
63384,C15489$@DOM1,C15489,P89,Start,0
63384,C1576$@DOM1,C1576,P5,Start,0
63384,C15882$@DOM1,C15882,P59,Start,0
63384,C1646$@DOM1,C1646,P119,Start,0
63384,C1652$@DOM1,C1652,P9,Start,0
63384,C1801$@DOM1,C1801,P9,Start,0
63384,C1978$@DOM1,C1978,P47,End,0
63384,C236$@DOM1,C236,P12,Start,0
63384,C236$@DOM1,C236,P5,Start,0
63384,C241$@DOM1,C241,P5,Start,0
63384,C2607$@DOM1,C2607,P47,End,0
63384,C3495$@DOM1,C3495,P16,Start,0
63384,C444$@DOM1,C444,P21,Start,0
63384,C6024$@DOM1,C6024,P16,Start,0
63384,C6456$@DOM1,C6456,P16,Start,0
63384,C651$@DOM1,C651,P13,Start,0
63384,C727$@DOM1,C727,P16,Start,0
63384,C7352$@DOM1,C7352,P16,Start,0
63384,C7483$@DOM1,C7483,P16,Start,0
63384,C7718$@DOM1,C7718,P16,Start,0
63384,C9038$@DOM1,C9038,P16,Start,0
63384,C9253$@DOM1,C9253,P16,Start,0
63384,C9741$@DOM1,C9741,P16,Start,0
63384,C9743$@DOM1,C9743,P265,End,0
63384,C9743$@DOM1,C9743,P265,Start,0
103511,C2067$@DOM1,C2067,P5,Start,0
103511,C241$@DOM1,C241,P5,Start,0
103511,C305$@DOM1,C305,P16,End,0
103511,C307$@DOM1,C307,P16,Start,0
103511,C508$@DOM1,C508,P16,Start,0
103511,C553$@DOM1,C553,P25,End,0
103511,C553$@DOM1,C553,P5,End,0
103511,C5837$@DOM1,C5837,P9,Start,0
103511,C5957$@DOM1,C5957,P235,Start,0
103511,C765$@DOM1,C765,P5,End,0
103511,C765$@DOM1,C765,P5,Start,0
103511,C765$@DOM1,C765,P56,End,0
103511,C765$@DOM1,C765,P56,Start,0
103511,C795$@DOM1,C795,P265,End,0
103511,C795$@DOM1,C795,P265,Start,0
103511,C802$@DOM1,C802,P59,Start,0
103511,C881$@DOM1,C881,P265,End,0
103511,C881$@DOM1,C881,P265,Start,0
103511,C9244$@DOM1,C9244,P1763,Start,0
103511,C9260$@DOM1,C9260,P16,Start,0
103511,C987$@DOM1,C987,P25,Start,0
103511,C987$@DOM1,C987,P5,Start,0
103511,C9881$@DOM1,C9881,P16,Start,0
103511,LOCAL SERVICE@C241,C241,P17,End,0
103511,LOCAL SERVICE@C241,C241,P17,Start,0
103511,LOCAL SERVICE@C241,C241,P18,End,0
103511,LOCAL SERVICE@C241,C241,P18,Start,0
103511,LOCAL SERVICE@C241,C241,P5,End,0
103511,NETWORK SERVICE@C3149,C3149,P9,End,0
103511,U38@DOM1,C968,P34,Start,0
103511,U4559@DOM1,C3155,P34,Start,0
103512,C10293$@DOM1,C10293,P16,Start,0
103512,C10749$@DOM1,C10749,P16,Start,0
103512,C10790$@DOM1,C10790,P16,Start,0
103512,C10819$@DOM1,C10819,P16,Start,0
103512,C11785$@DOM1,C11785,P16,Start,0
103512,C12373$@DOM1,C12373,P16,Start,0
103512,C12670$@DOM1,C12670,P5,Start,0
103512,C13352$@DOM1,C13352,P16,Start,0
103512,C1495$@DOM1,C1495,P42,Start,0
103512,C1528$@DOM1,C1528,P16,Start,0
103512,C15552$@DOM1,C15552,P25,Start,0
103512,C15552$@DOM1,C15552,P5,Start,0
103512,C1710$@DOM1,C1710,P16,End,0
103512,C1810$@DOM1,C1810,P16,Start,0
103512,C1863$@DOM1,C1863,P59,Start,0
103512,C194$@DOM1,C194,P16,Start,0
103512,C1945$@DOM1,C1945,P20,End,0
103512,C236$@DOM1,C236,P12,Start,0
103512,C236$@DOM1,C236,P5,Start,0
103512,C240$@DOM1,C240,P16,Start,0
103512,C2489$@DOM1,C2489,P140,Start,0
103512,C2855$@DOM1,C2855,P265,End,0
103512,C2855$@DOM1,C2855,P265,Start,0
103512,C3491$@DOM1,C3491,P265,End,0
103512,C3491$@DOM1,C3491,P265,Start,0
103512,C4313$@DOM1,C4313,P265,End,0
103512,C4313$@DOM1,C4313,P265,Start,0
103512,C558$@DOM1,C558,P16,Start,0
103512,C716$@DOM1,C716,P25,End,0
103512,C716$@DOM1,C716,P25,Start,0
103512,C716$@DOM1,C716,P5,End,0
103512,C716$@DOM1,C716,P5,Start,0
103512,C7573$@DOM1,C7573,P13,Start,0
103512,C7573$@DOM1,C7573,P14,Start,0
103512,C917$@DOM1,C917,P265,End,0
103512,C917$@DOM1,C917,P265,Start,0
103512,LOCAL SERVICE@C3665,C3665,P90,Start,0
103512,U177@DOM1,C13855,P54,Start,0
103512,U2247@DOM1,C6677,P34,End,0
103512,U47@DOM1,C1152,P25,End,0
103512,U47@DOM1,C1152,P25,Start,0
103512,U123@DOM1,C1152,P666,Start,0
103512,U5356@DOM1,C12670,P501,Start,0
103512,U67@C35,C35,P59,End,0
103512,U67@C35,C35,P59,Start,0
103512,U7317@DOM1,C3665,P152,Start,0
103512,U7317@DOM1,C3665,P247,Start,0
103513,C1144$@DOM1,C1144,P16,Start,0
103513,C1173$@DOM1,C1173,P4,Start,0
103513,C119$@DOM1,C119,P16,Start,0
103513,C12652$@DOM1,C12652,P16,Start,0
103513,C13211$@DOM1,C13211,P265,Start,0
103513,C13591$@DOM1,C13591,P16,Start,0
103513,C1432$@DOM1,C1432,P16,End,0
103513,C14631$@DOM1,C14631,P16,Start,0
103513,C1532$@DOM1,C1532,P59,Start,0
103513,C1576$@DOM1,C1576,P5,Start,0
103513,C15850$@DOM1,C15850,P25,Start,0
103513,C15850$@DOM1,C15850,P5,Start,0
103513,C2102$@DOM1,C2102,P16,Start,0
103513,C2496$@DOM1,C2496,P265,End,0
103513,C2496$@DOM1,C2496,P265,Start,0
103513,C2700$@DOM1,C2700,P16,Start,0
103513,C2720$@DOM1,C2720,P265,End,0
103513,C2720$@DOM1,C2720,P265,Start,0
103513,C2969$@DOM1,C2969,P265,End,0
103513,C2969$@DOM1,C2969,P265,Start,0
103513,C656$@DOM1,C656,P16,Start,0
103513,C6967$@DOM1,C6967,P16,Start,0
103513,C7687$@DOM1,C7687,P16,Start,0
103513,C8047$@DOM1,C8047,P16,Start,0
103513,C8246$@DOM1,C8246,P16,Start,0
103513,C881$@DOM1,C881,P265,End,0
103513,C881$@DOM1,C881,P265,Start,0
103513,C9244$@DOM1,C9244,P1763,Start,0
103513,C9591$@DOM1,C9591,P13,Start,0
103513,C9591$@DOM1,C9591,P14,Start,0
103513,C9900$@DOM1,C9900,P16,Start,0
103513,LOCAL SERVICE@C1173,C1173,P4,End,0
103513,LOCAL SERVICE@C1576,C1576,P17,End,0
103513,LOCAL SERVICE@C1576,C1576,P17,Start,0
103513,LOCAL SERVICE@C1576,C1576,P5,End,0
103514,C10849$@DOM1,C10849,P16,Start,0
103514,C10916$@DOM1,C10916,P16,Start,0
103514,C10974$@DOM1,C10974,P16,Start,0
103514,C117$@DOM1,C117,P16,Start,0
103514,C1238$@DOM1,C1238,P25,Start,0
103514,C1238$@DOM1,C1238,P5,Start,0
103514,C12670$@DOM1,C12670,P5,Start,0
103514,C1414$@DOM1,C1414,P25,Start,0
103514,C1414$@DOM1,C1414,P5,Start,0
103514,C1503$@DOM1,C1503,P5,Start,0
103514,C15905$@DOM1,C15905,P265,Start,0
103514,C1624$@DOM1,C1624,P21,End,0
103514,C1624$@DOM1,C1624,P21,Start,0
103514,C1624$@DOM1,C1624,P50,End,0
103514,C1624$@DOM1,C1624,P50,Start,0
103514,C1624$@DOM1,C1624,P86,End,0
103514,C1624$@DOM1,C1624,P86,Start,0
103514,C1685$@DOM1,C1685,P5,End,0
103514,C1685$@DOM1,C1685,P5,Start,0
103514,C1685$@DOM1,C1685,P60,End,0
103514,C1685$@DOM1,C1685,P60,Start,0
103514,C1707$@DOM1,C1707,P60,End,0
103514,C1707$@DOM1,C1707,P60,Start,0
103514,C1707$@DOM1,C1707,P63,End,0
103514,C1707$@DOM1,C1707,P63,Start,0
103514,C1964$@DOM1,C1964,P5,Start,0
103514,C2057$@DOM1,C2057,P5,Start,0
103514,C217$@DOM1,C217,P265,Start,0
103514,C2855$@DOM1,C2855,P265,End,0
103514,C2855$@DOM1,C2855,P265,Start,0
103514,C3741$@DOM1,C3741,P265,End,0
103514,C3741$@DOM1,C3741,P265,Start,0
103514,C39$@DOM2,C39,P16,Start,0
103514,C4313$@DOM1,C4313,P265,End,0
103514,C4313$@DOM1,C4313,P265,Start,0
103514,C444$@DOM1,C444,P21,Start,0
103514,C466$@DOM1,C466,P16,Start,0
103514,C470$@DOM1,C470,P16,Start,0
103514,C676$@DOM1,C676,P16,Start,0
103514,C687$@DOM1,C687,P16,End,0
103514,C6872$@DOM1,C6872,P16,Start,0
103514,C6926$@DOM1,C6926,P16,Start,0
103514,C724$@DOM1,C724,P16,Start,0
103514,C748$@DOM1,C748,P13,Start,0
103514,C748$@DOM1,C748,P14,Start,0
103514,C748$@DOM1,C748,P25,Start,0
103514,C748$@DOM1,C748,P5,Start,0
103514,C813$@DOM1,C813,P16,Start,0
103514,C8209$@DOM1,C8209,P16,Start,0
103514,C8696$@DOM1,C8696,P16,Start,0
103514,C917$@DOM1,C917,P265,End,0
103514,C917$@DOM1,C917,P265,Start,0
103514,C9336$@DOM1,C9336,P16,Start,0
103514,C9384$@DOM1,C9384,P16,Start,0
103514,LOCAL SERVICE@C1503,C1503,P22,End,0
103514,LOCAL SERVICE@C1503,C1503,P22,Start,0
103514,LOCAL SERVICE@C1503,C1503,P5,End,0
103514,LOCAL SERVICE@C2057,C2057,P22,End,0
103514,LOCAL SERVICE@C2057,C2057,P22,Start,0
103514,LOCAL SERVICE@C2057,C2057,P5,End,0
103514,U117@DOM1,C1964,P25,End,0
103514,U117@DOM1,C1964,P25,Start,0
103514,U117@DOM1,C1964,P5,End,0
103514,U177@DOM1,C13855,P54,Start,0
103514,U5356@DOM1,C12670,P501,Start,0
103514,U6180@DOM1,C13086,P34,Start,0
103515,C1120$@DOM1,C1120,P16,Start,0
103515,C1173$@DOM1,C1173,P265,End,0
103515,C1173$@DOM1,C1173,P265,Start,0
103515,C1226$@DOM1,C1226,P16,Start,0
103515,C12790$@DOM1,C12790,P16,Start,0
103515,C12837$@DOM1,C12837,P782,Start,0
103515,C13028$@DOM1,C13028,P16,Start,0
103515,C13211$@DOM1,C13211,P265,Start,0
103515,C13393$@DOM1,C13393,P28,End,0
103515,C13393$@DOM1,C13393,P28,Start,0
103515,C13393$@DOM1,C13393,P29,End,0
103515,C13393$@DOM1,C13393,P29,Start,0
103515,C13457$@DOM1,C13457,P16,Start,0
103515,C13942$@DOM1,C13942,P16,Start,0
103515,C14413$@DOM1,C14413,P14,End,0
103515,C14413$@DOM1,C14413,P14,Start,0
103515,C1503$@DOM1,C1503,P5,Start,0
103515,C1587$@DOM1,C1587,P16,Start,0
103515,C1719$@DOM1,C1719,P265,End,0
103515,C1719$@DOM1,C1719,P265,Start,0
103515,C1964$@DOM1,C1964,P9,Start,0
103515,C217$@DOM1,C217,P265,End,0
103515,C2259$@DOM1,C2259,P16,Start,0
103515,C2342$@DOM1,C2342,P4,Start,0
103515,C2925$@DOM1,C2925,P47,Start,0
103515,C2969$@DOM1,C2969,P265,End,0
103515,C2969$@DOM1,C2969,P265,Start,0
103515,C2987$@DOM1,C2987,P44,End,0
103515,C3040$@DOM1,C3040,P265,End,0
103515,C3040$@DOM1,C3040,P265,Start,0
103515,C492$@DOM1,C492,P21,Start,0
103515,C492$@DOM1,C492,P66,Start,0
103515,C553$@DOM1,C553,P16,End,0
103515,C6251$@DOM1,C6251,P16,Start,0
103515,C728$@DOM1,C728,P25,Start,0
103515,C728$@DOM1,C728,P5,Start,0
103515,C881$@DOM1,C881,P265,End,0
103515,C881$@DOM1,C881,P265,Start,0
103515,C9244$@DOM1,C9244,P1763,Start,0
103515,LOCAL SERVICE@C1503,C1503,P17,End,0
103515,LOCAL SERVICE@C1503,C1503,P17,Start,0
103515,LOCAL SERVICE@C1503,C1503,P18,End,0
103515,LOCAL SERVICE@C1503,C1503,P18,Start,0
103515,LOCAL SERVICE@C1503,C1503,P5,End,0
103515,NETWORK SERVICE@C2558,C2558,P9,End,0
103515,U117@DOM1,C1964,P25,End,0
103515,U117@DOM1,C1964,P5,End,0
103515,U185@DOM1,C3188,P198,End,0
103515,U185@DOM1,C3188,P198,Start,0
103515,U2435@DOM1,C6967,P34,Start,0
103515,U3805@DOM1,C9818,P34,Start,0
103515,U5412@DOM1,C12837,P782,End,0
103516,C10114$@DOM1,C10114,P16,Start,0
103516,C1013$@DOM1,C1013,P16,Start,0
103516,C10760$@DOM1,C10760,P16,Start,0
103516,C11296$@DOM1,C11296,P28,Start,0
103516,C11296$@DOM1,C11296,P29,Start,0
103516,C11296$@DOM1,C11296,P5,Start,0
103516,C12373$@DOM1,C12373,P16,End,0
103516,C12670$@DOM1,C12670,P5,Start,0
103516,C13032$@DOM1,C13032,P16,Start,0
103516,C15489$@DOM1,C15489,P16,Start,0
103516,C15905$@DOM1,C15905,P265,Start,0
103516,C1692$@DOM1,C1692,P9,Start,0
103516,C1710$@DOM1,C1710,P110,End,0
103516,C1710$@DOM1,C1710,P110,Start,0
103516,C1710$@DOM1,C1710,P5,End,0
103516,C1710$@DOM1,C1710,P5,Start,0
103516,C1754$@DOM1,C1754,P25,Start,0
103516,C1754$@DOM1,C1754,P5,Start,0
103516,C1810$@DOM1,C1810,P16,End,0
103516,C1893$@DOM1,C1893,P178,Start,0
103516,C1893$@DOM1,C1893,P179,Start,0
103516,C1893$@DOM1,C1893,P6401,End,0
103516,C1920$@DOM1,C1920,P4,Start,0
103516,C2057$@DOM1,C2057,P5,Start,0
103516,C2064$@DOM1,C2064,P9,End,0
103516,C236$@DOM1,C236,P12,Start,0
103516,C236$@DOM1,C236,P5,Start,0
103516,C2855$@DOM1,C2855,P265,End,0
103516,C2855$@DOM1,C2855,P265,Start,0
103516,C3774$@DOM1,C3774,P47,End,0
103516,C3796$@DOM1,C3796,P47,Start,0
103516,C412$@DOM1,C412,P16,Start,0
103516,C4313$@DOM1,C4313,P265,End,0
103516,C4313$@DOM1,C4313,P265,Start,0
103516,C492$@DOM1,C492,P21,End,0
103516,C492$@DOM1,C492,P21,Start,0
103516,C492$@DOM1,C492,P64,End,0
103516,C492$@DOM1,C492,P64,Start,0
103516,C492$@DOM1,C492,P66,End,0
103516,C492$@DOM1,C492,P66,Start,0
103516,C492$@DOM1,C492,P81,Start,0
103516,C502$@DOM1,C502,P16,Start,0
103516,C533$@DOM1,C533,P4,Start,0
103516,C5418$@DOM1,C5418,P16,Start,0
103516,C5957$@DOM1,C5957,P235,End,0
103516,C690$@DOM1,C690,P16,Start,0
103516,C8295$@DOM1,C8295,P16,Start,0
103516,C8331$@DOM1,C8331,P16,Start,0
103516,C917$@DOM1,C917,P265,End,0
103516,C917$@DOM1,C917,P265,Start,0
103516,C9389$@DOM1,C9389,P5,Start,0
103516,LOCAL SERVICE@C2057,C2057,P17,End,0
103516,LOCAL SERVICE@C2057,C2057,P17,Start,0
103516,LOCAL SERVICE@C2057,C2057,P18,End,0
103516,LOCAL SERVICE@C2057,C2057,P18,Start,0
103516,LOCAL SERVICE@C2057,C2057,P5,End,0
103516,U177@DOM1,C13855,P1109,Start,0
103516,U177@DOM1,C13855,P1355,Start,0
103516,U177@DOM1,C13855,P54,Start,0
103516,U177@DOM1,C13855,P678,Start,0
103516,U24@DOM1,C1340,P40,Start,0
103516,U3665@DOM1,C9389,P984,Start,0
103516,U5356@DOM1,C12670,P501,Start,0
103516,U67@C1723,C1723,P59,End,0
103516,U67@C1723,C1723,P59,Start,0
103517,C1032$@DOM1,C1032,P14,Start,0
103517,C10547$@DOM1,C10547,P16,Start,0
103517,C12457$@DOM1,C12457,P16,Start,0
103517,C13713$@DOM1,C13713,P16,Start,0
103517,C1379$@DOM1,C1379,P16,Start,0
103517,C15326$@DOM1,C15326,P16,Start,0
103517,C15410$@DOM1,C15410,P16,Start,0
103517,C2700$@DOM1,C2700,P16,End,0
103517,C2969$@DOM1,C2969,P265,End,0
103517,C307$@DOM1,C307,P16,End,0
103517,C3156$@DOM1,C3156,P5,End,0
103517,C3156$@DOM1,C3156,P5,Start,0
103517,C3156$@DOM1,C3156,P866,End,0
103517,C3156$@DOM1,C3156,P866,Start,0
103517,C492$@DOM1,C492,P21,End,0
103517,C492$@DOM1,C492,P21,Start,0
103517,C492$@DOM1,C492,P66,End,0
103517,C492$@DOM1,C492,P66,Start,0
103517,C621$@DOM1,C621,P21,Start,0
103517,C621$@DOM1,C621,P66,Start,0
103517,C7030$@DOM1,C7030,P59,Start,0
103517,C728$@DOM1,C728,P25,End,0
103517,C728$@DOM1,C728,P5,End,0
103517,C765$@DOM1,C765,P5,End,0
103517,C765$@DOM1,C765,P5,Start,0
103517,C765$@DOM1,C765,P56,End,0
103517,C765$@DOM1,C765,P56,Start,0
